departure,mode,transport,agency,number,price,title,isOptimization,tags
杭州出发,私家团,飞机往返,上海携程国际旅行社有限公司,,10620,新疆北疆+乌鲁木齐+天山天池+江布拉克+可可托海+喀纳斯+禾木风景区+世界魔鬼城9日8晚私家团·【下单立-400/成人 舒适双飞 禾木+贾登峪各宿1晚 禾木日出】【门票全含+独山子峡谷+1车到底 专车专用 1-5人享7座车】,非优选,安心游/无购物/无自费/成团保障/峡谷峡湾/任性退
杭州出发,私家团,飞机往返,新疆大桔旅行社有限公司,4,6943,新疆北疆+伊犁+赛里木湖5日4晚私家团·1单1团 3晚携程5钻酒店+可睡至自然醒，伊犁花季撩你没商量【紫色花海薰衣草+赛湖花海牧场】【游独库公路精华段】巴音草原【游览天鹅湖和九曲十八弯】那拉提空中草原,非优选,安心游/无购物/无自费/成团保障/草原/赏花
杭州出发,跟团游,飞机往返,新疆峰景国际旅行社有限公司,4,,新疆北疆+乌鲁木齐+天山天池+吐鲁番+喀纳斯+伊犁12日11晚跟团游·+独库公路【北疆全景深度游览】【真正的全线不走回头路】【独库公路换小车游览】【禾木景区住宿，享受24H沉浸式游览】,非优选,安心游/无购物/成团保障/3期免息/湖泊/草原/沙漠/森林/赏花/全羊宴/冷水鱼宴
杭州出发,私家团,飞机往返,上海携程国际旅行社有限公司,4,12045,新疆北疆+喀纳斯景区+禾木风景区+五彩滩7日6晚私家团·A线:美景双湖B线:悠享北疆『童话喀纳斯·漫步赛里木湖·天山天池』眺望博格达峰 禾木观璀璨星空 俯瞰喀纳斯 打卡魔鬼城 遇见网红小松鼠 多人立减 赠送接送机,非优选,安心游/无购物/无自费/成团保障/湖泊/任性退
杭州出发,私家团,飞机往返,新疆大桔旅行社有限公司,4,,新疆乌鲁木齐+北疆+伊犁7日6晚私家团·1单1团，5晚携程5钻酒店 伊犁花季撩你没商量【紫色花海薰衣草+赛湖花海牧场+昭苏油菜花】喀拉峻大草原+天马乐园【动车往返伊宁，看新疆万亩棉田 】,非优选,安心游/无购物/无自费/成团保障/草原/峡谷峡湾/赏油菜花
杭州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,4,15829,新疆北疆+伊犁+南疆+乌鲁木齐+喀什+喀纳斯景区+禾木风景区+巴音布鲁克+那拉提+独库公路+帕米尔高原13日12晚私家团·南北疆+喀什+独库公路大环游；1晚禾木景区住宿；帕米尔高原2日深度游，塔县一晚住宿，全程小车,优选,安心游/无购物/无自费/成团保障/任性退
杭州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,3,9285,新疆北疆+乌鲁木齐+喀纳斯+禾木风景区+赛里木湖+那拉提+巴音布鲁克9日8晚私家团·【又见北疆】『A线疆内环飞+禾木景区住宿+伊犁草原| B线 独库公路+1程飞机 看日落 |』 赠24小时目的地专车接送机,非优选,安心游/无购物/无自费/成团保障
杭州出发,跟团游,飞机往返,桂林跃飞翔国际旅行社有限公司,,14150,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+那拉提+赛里木湖9日8晚跟团游·金秋优选【限时免费升级1单1团 直达喀纳斯机场 舒适3飞】8大赔付【宿禾木1晚+喀纳斯1晚+5钻自选酒店】赛湖环湖游免换乘+那拉提高速往返,非优选,安心游/无购物/无自费/精致小团/成团保障/任性退/观日出/赏雾凇/草原
杭州出发,私家团,飞机往返,上海携程国际旅行社有限公司,3,13747,新疆北疆+喀纳斯景区+禾木风景区+赛里木湖+那拉提旅游风景区+独库公路9日8晚私家团·五彩滩+魔鬼城+巴音布鲁克【疆游喀伊·穿越英雄独库】赠送登观鱼台，图瓦人家访，宿禾木看山间雪峰环绕，24H免费接送机,非优选,安心游/无购物/无自费/成团保障/湖泊/草原/任性退
杭州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,3,10237,新疆北疆+乌鲁木齐+伊犁+独库公路+喀纳斯景区+禾木风景区+巴音布鲁克草原10日9晚私家团·省内1飞；独库+伊昭双公路穿越；禾木景区住宿；3晚5钻；伊犁三大草原；北疆阿勒泰深度游，全程小车，随走随停,优选,安心游/无购物/无自费/成团保障/任性退
杭州出发,跟团游,飞机往返,新疆大桔旅行社有限公司,2,9404,新疆北疆+伊犁+巴音布鲁克草原6日5晚跟团游·6人精致小团 4晚5钻酒店 伊犁花季撩你没商量【紫色花海薰衣草+赛湖花海牧场】游独库公路精华段+巴音布鲁克【游览天鹅湖和九曲十八弯】那拉提空中草原+喀拉峻草原,非优选,安心游/无购物/无自费/精致小团/成团保障/草原/赏花
东莞出发,跟团游,飞机往返,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,11200,乌鲁木齐+北疆+可可托海+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克+独库公路10日9晚跟团游·【纯玩0购物0自费】封顶18人小团，穿越独库+天山天池+九曲十八弯+天鹅湖+赠送草原神石城+薰衣草+特色美食,非优选,安心游/无购物/无自费/成团保障/草原/九碗三行宴/冷水鱼宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,8480,乌鲁木齐+北疆+伊犁+可可托海+禾木风景区+喀纳斯+赛里木湖+那拉提+巴音布鲁克9日8晚跟团游·【纯玩0购物0自费】喀纳斯木屋住宿+封顶18人小团+穿越独库+九曲十八弯+天鹅湖+薰衣草庄园+果子沟大桥+赠送草原神石城,非优选,安心游/无购物/无自费/草原/冷水鱼宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,6350,新疆乌鲁木齐+北疆+可可苏里+喀纳斯+白哈巴+禾木风景区6日5晚跟团游·【纯玩0购物0自费+6人小团+2晚景区内住宿】沉浸式饱览景点；我在可可托海等你+西北第一村白哈巴+五彩滩赏日落+世界魔鬼城；观晨雾星空赏落日湖泊,非优选,安心游/无购物/无自费/成团保障/观日出/湖泊
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,7100,乌鲁木齐+北疆+可可托海+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克+独库公路10日9晚跟团游·【纯玩0购物0自费】封顶18人，天山天池+九曲十八弯+天鹅湖+赠送草原神石城+薰衣草+穿越独库+特色美食,非优选,安心游/无购物/无自费/成团保障/草原/九碗三行宴/冷水鱼宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,2680,新疆北疆+北屯+布尔津+喀纳斯+禾木风景区3日2晚跟团游·【纯玩0购物+北屯市火车站接送】1晚禾木景区内木屋住宿 1晚贾登峪酒店；景点充分游玩；二进喀纳斯徒步三湾，打卡“人间仙境”；漫步禾木村赏禾木晨雾；,非优选,安心游/无购物/深度徒步
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,10060,新疆乌鲁木齐+北疆+天山天池+布尔津+喀纳斯+禾木风景区+赛里木湖+那拉提+巴音布鲁克+吐鲁番+库木塔格沙漠12日11晚跟团游·【封顶20人小团+必含导游】北疆大环线；五彩滩+魔鬼城+火焰山+坎儿井+网红小独库S101,非优选,安心游/沙漠/湖泊/草原/九碗三行宴/哈萨克宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,13000,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+赛里木湖+那拉提+巴音布鲁克+南疆+库车+喀什+喀拉库勒湖14日13晚跟团游·【纯玩0购物18人团】玩转南北疆+8大风格景观；住禾木景区+赠观鱼台+图瓦人家访+博斯腾湖；免费接送,非优选,安心游/无购物/无自费/成团保障/观日落/徒步体验/胡杨林/全羊宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,7180,新疆北疆+乌鲁木齐+伊犁+赛里木湖+喀赞其民俗村+特克斯八卦城+那拉提旅游风景区+巴音布鲁克草原7日6晚跟团游·【0购物0自费】+【 6人精致小团+独库公路】+独库多住1晚+漫步伊犁花田+琼库什台+果子沟轻徒步+特色美食,非优选,安心游/无购物/无自费/草原/徒步体验/哈萨克宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,9110,乌鲁木齐+北疆+伊犁+吐鲁番+喀纳斯+禾木风景区+可可托海+赛里木湖+那拉提+巴音布鲁克10日9晚跟团游·【纯玩0购物0自费】封顶18人，穿越独库+赛里木湖+九曲十八弯+天鹅湖+赠送草原神石城+薰衣草+门票区间车全含,非优选,安心游/无购物/无自费/沙漠/湖泊/草原/冷水鱼宴/香妃宴
东莞出发,跟团游,飞机往返,上海携程国际旅行社有限公司，靖江信游天下旅行社有限公司,,5750,新疆乌鲁木齐+北疆+南疆12日11晚跟团游·『南北疆环线•深度轻奢游•26人精品团•区间车全含』情侣夫妻出游度假之选｜环湖升级【可可托海+喀纳斯+赛里木湖+天池】畅享草原【那拉提+巴音布鲁克】24H接送机.无忧之旅,非优选,安心游/成团保障/草原
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,3150,新疆北疆+喀纳斯4日3晚跟团游·纯玩0购物+【乌鲁木齐-北屯火车硬卧，缩短拉车时间】+【二进喀纳斯+漫步图瓦村】+【喀纳斯营地标间住宿+ 晚上可观璀璨星轨】+2早4正餐 ,非优选,安心游/无购物
东莞出发,跟团游,飞机往返,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,13210,乌鲁木齐+北疆+伊犁+吐鲁番+喀纳斯+禾木风景区+可可托海+赛里木湖+那拉提+巴音布鲁克10日9晚跟团游·【纯玩0购物0自费】封顶18人小团，穿越独库+赛里木湖+九曲十八弯+天鹅湖+赠草原神石城+薰衣草+门票区间车全含,非优选,安心游/无购物/无自费/沙漠/湖泊/草原/冷水鱼宴/香妃宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,7380,乌鲁木齐+布尔津+喀纳斯+北疆+禾木风景区+赛里木湖+巴音布鲁克+那拉提+独库公路10日9晚跟团游·【纯玩0购物+6人精致小团】喀纳斯三道湾徒步+禾木观日出晨雾+五彩滩日落+乌尔禾魔鬼城+穿独库公路+看雪山 草原 湖泊,非优选,安心游/无购物/成团保障/观日落/湖泊/草原/徒步体验
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,9150,乌鲁木齐+北疆+伊犁+喀纳斯+禾木风景区+那拉提+巴音布鲁克+吐鲁番11日10晚跟团游·【纯玩0购物0自费】封顶18人 天山天池+赛里木湖+可可托海+九曲十八弯+天鹅湖+赠草原神石城+薰衣草+穿越独库+魔鬼城+克拉玛依,非优选,安心游/无购物/无自费/草原/当地美食
东莞出发,跟团游,飞机往返,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,9150,乌鲁木齐+北疆+伊犁+喀纳斯+禾木风景区+那拉提+巴音布鲁克+吐鲁番11日10晚跟团游·【纯玩0购物0自费】封顶18人团 天山天池+赛里木湖+可可托海+九曲十八弯+天鹅湖+赠草原神石城+薰衣草+穿越独库+魔鬼城+克拉玛依,非优选,安心游/无购物/无自费/草原/当地美食
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,4680,新疆乌鲁木齐+北疆+伊犁+赛里木湖+喀拉峻草原+那拉提+巴音布鲁克5日4晚跟团游·【纯玩0购物+6人小团+1人起订可拼房】三大草原【喀拉峻+那拉提+巴音布鲁克】赛里木湖、特克斯八卦城、独库公路；,非优选,安心游/无购物/成团保障/草原
东莞出发,跟团游,飞机往返,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,11200,新疆乌鲁木齐+北疆+喀纳斯+赛里木湖+禾木风景区+那拉提旅游风景区12日11晚跟团游·纯玩0购物+【喀纳斯深度40小时】+赛里木湖环湖+【网红四湖一海+两大草原+沙漠】+2晚景区住宿+吐鲁番+9顿特色餐+赠民族服饰照,非优选,安心游/无购物/草原/赏薰衣草/冷水鱼宴
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,8150,新疆北疆+伊犁+喀纳斯+乌鲁木齐+禾木风景区+九曲十八弯+赛里木湖8日7晚跟团游·【纯玩0购物0自费】+【1人成团，6人封顶小团+2晚景区住宿】【深度喀伊连线+独库公路】+薰衣草园+2大草原+可可托海+天鹅湖+独山子大峡谷,非优选,安心游/无购物/观日落/峡谷峡湾/草原
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,4588,新疆乌鲁木齐+北疆+赛里木湖+伊犁+那拉提旅游风景区+巴音布鲁克草原5日4晚跟团游·【纯玩0购物0自费+6人小团】赛里木湖、昭苏天马园、特克斯河湿地、特克斯八卦城、喀拉峻、那拉提、巴音布鲁克、独库公路；单人免房差,非优选,安心游/无购物/无自费/成团保障/草原/湿地
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,6600,新疆北疆+乌鲁木齐+伊犁+巴音布鲁克草原+喀纳斯+禾木风景区+五彩滩+赛里木湖7日6晚跟团游·【纯玩0购物0自费】+【 1人成团，6人封顶小团+独库公路】+2晚景区内住宿+7座MPV商务车出行+赠送品尝新疆烤肉+乌苏啤酒,非优选,安心游/无购物/无自费/草原
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,,新疆北疆+乌鲁木齐+喀纳斯+禾木风景区+可可托海景区+吐鲁番8日7晚跟团游·【纯真玩+无自费无购物】阿勒泰进，富蕴出。省内双飞。禾木+喀纳斯2晚景区内住宿。全程SUV。打卡网红可可托海景区。,非优选,安心游/无购物/无自费/成团保障
东莞出发,跟团游,去程火车,上海携程国际旅行社有限公司，大连印象国际旅行社有限公司沙河口区刘家桥分公司,,7995,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+赛里木湖+那拉提6日5晚跟团游·【纯玩0购物0自费+轻奢5人小团+全程高标住宿+1晚禾木景区住宿】穿越独库；观鱼台；五彩滩+魔鬼城；薰衣草庄园（花季特别安排）精华景点一应俱全；,非优选,安心游/无购物/无自费/成团保障/观日出/草原/赏薰衣草
广州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,16,7255,新疆北疆+伊犁+乌鲁木齐+赛里木湖+那拉提+巴音布鲁克7日6晚私家团·【携程网红优选】省内双动立省20小时+网红独库公路【赛里木湖环湖游+那拉提草原高速往返+巴音布鲁克草原+中国摩洛哥“喀赞其”】 专车接送机,非优选,安心游/无购物/无自费/成团保障/草原/任性退
广州出发,跟团游,飞机往返,新疆雪莲花国际旅行社有限公司昌吉市分公司,,13526,新疆乌鲁木齐+北疆+伊犁+喀纳斯+那拉提+巴音布鲁克+独库公路9日8晚跟团游·【豪配3飞+指定1晚希尔顿+穿越独库公路】10人以上升航空座椅+多人立减+小众景点草原神石城+小独库G219线+天山天池,非优选,安心游/无购物/无自费/精致小团/草原/九碗三行宴/冷水鱼宴
广州出发,跟团游,飞机往返,上海携程国际旅行社有限公司,359,9676,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+吐鲁番+那拉提+赛里木湖10日9晚跟团游·『双节大促丨中秋特价 至高-700/人』【封顶16人Vip小团 满8人升2+1航空座-陆地头等舱】必含导+高标4飞〖7晚5钻酒店+宿1晚禾木〗,优选,安心游/无购物/精致小团/成团保障/3期免息/6期免息/任性退
广州出发,跟团游,飞机往返,上海携程国际旅行社有限公司,28,6476,北疆+新疆乌鲁木齐+可可托海+喀纳斯+禾木风景区+天山天池8日7晚跟团游·【金秋童话 下单立减500元/人  封顶20人 满11人升2+1陆地头等舱 】【五彩滩日落+S101秘境公路+赠观鱼台】【2大特色餐 九碗三行宴+冷水鱼】,非优选,安心游/无购物/无自费/精致小团/成团保障/峡谷峡湾/任性退/白桦林
广州出发,跟团游,飞机往返,上海携程国际旅行社有限公司,305,6280,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克+吐鲁番+库木塔格沙漠10日9晚跟团游·『中秋国庆双节大促』『18人小团+穿越独库』必含导+单人拼住免房差【含天山天池】<巴音+禾木各宿1晚>,优选,安心游/无购物/精致小团/成团保障/3期免息/6期免息/任性退/沙漠/草原
广州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,25,7076,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+赛里木湖+天山天池+五彩滩+世界魔鬼城7日6晚私家团·【携程专享 绝色三湖】升级1晚禾木景区内 赠赛里木湖环湖 喀纳斯观鱼台 全程小车 24小时VIP专业接机,优选,安心游/无购物/无自费/成团保障/任性退
广州出发,跟团游,飞机往返,新疆雪莲花国际旅行社有限公司昌吉市分公司,101,5088,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克+独库公路10日9晚跟团游·<9.26 B线特价>【封顶18人+豪升3晚5钻+指定1晚国际品牌5星希尔顿】可可托海直通车+草原神石城+穿越小独库G219,非优选,安心游/无购物/无自费/精致小团/成团保障/3期免息/草原/任性退/九碗三行宴/冷水鱼宴
广州出发,跟团游,飞机往返,上海携程国际旅行社有限公司,54,12904,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+那拉提+赛里木湖9日8晚跟团游·『双节大促丨中秋特价』【封顶16人Vip小团 满8人升2+1航空座-陆地头等舱】必含导+高标4飞〖喀拉峻+八卦城+魔鬼城 6晚5钻酒店+宿1晚禾木〗,优选,安心游/无购物/精致小团/成团保障/3期免息/任性退
广州出发,跟团游,飞机往返,新疆春秋之旅国际旅行社有限公司沙依巴克区分公司,30,6475,新疆乌鲁木齐+北疆+天山天池+禾木风景区+喀纳斯+伊犁+赛里木湖+那拉提+南疆+巴音布鲁克+吐鲁番10日9晚跟团游·9月14/21/24日特价班【豪升1晚葡萄酒庄园】赛湖赠环湖+巴音那拉双草原+优秀导游+葡萄架下美食+禾木,非优选,安心游/无自费/草原/任性退/赏薰衣草/九碗三行宴
广州出发,跟团游,飞机往返,上海携程国际旅行社有限公司,59,5103,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+天山天池7日6晚跟团游·『中秋国庆·双节大促』【携程自营 封顶20人  享立减+早订+多人3重优惠 拼房免房差】【A线天吐喀+宿禾木】【B线北疆三湖 满10人享2+1航空座】,优选,安心游/无购物/精致小团/成团保障/任性退
广州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,,11215,新疆北疆+乌鲁木齐+喀纳斯+禾木风景区+赛里木湖+白哈巴7日6晚私家团·省内双飞：赛里木湖进 阿勒泰出。禾木+喀纳斯+白哈巴+赛里木湖。双景区住宿（禾木+喀纳斯）。赠喀纳斯观鱼台，赛里木湖环湖。,非优选,安心游/无购物/无自费/成团保障/任性退
广州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,,11163,新疆北疆+南疆+伊犁+乌鲁木齐+喀什+独库公路+巴音布鲁克+帕米尔高原8日7晚私家团·【二次游新疆】伊犁+南疆+喀什+独库公路（全段）+帕米尔高原；适合去过北疆喀纳斯，没有去过伊犁，和南疆的游客，匠心设计。,非优选,安心游/无购物/无自费/成团保障/任性退
广州出发,私家团,飞机往返,上海携程国际旅行社有限公司,6,17956,新疆北疆+乌鲁木齐+可可托海+喀纳斯景区+禾木风景区+伊犁11日10晚私家团·喀纳斯&赛里木双湖 百年老屋图瓦族民俗体验 畅游六大5A景区  喀赞其网红街拍  横跨果子沟大桥 指定乌鲁木齐希尔顿,优选,安心游/无购物/无自费/成团保障/任性退/湖泊/草原
广州出发,私家团,飞机往返,新疆美程在线国际旅行社有限责任公司,,18413,新疆北疆+可可托海+喀纳斯+唐布拉草原+特克斯+赛里木湖14日13晚私家团· 天山天池 独库公路 巴音布鲁克 喀拉峻草原全景,非优选,安心游/无购物/无自费/成团保障/任性退/观日落/徒步体验/草原
广州出发,跟团游,飞机往返,上海携程国际旅行社有限公司,70,12915,新疆乌鲁木齐+北疆+喀纳斯+伊犁+禾木风景区+赛里木湖+那拉提8日7晚跟团游·『双节大促丨中秋特价』【封顶16人Vip团 满8人升2+1航空座-陆地头等舱】必含导+高标3飞〖喀拉峻+八卦城+魔鬼城 5晚5钻酒店+宿1晚禾木〗,优选,安心游/无购物/精致小团/成团保障/3期免息/任性退
广州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,21,10148,新疆北疆+伊犁+乌鲁木齐+喀纳斯+禾木风景区+独库公路+赛里木湖+巴音布鲁克8日7晚私家团·【巅 峰北疆】喀纳斯+伊犁8日，穿越独库公路，8天时间把喀纳斯地区和伊犁大草原串联起来，全程小车，禾木景区入住。,优选,安心游/无购物/无自费/成团保障/草原/任性退
广州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,54,12295,新疆北疆+乌鲁木齐+伊犁+喀纳斯+禾木风景区+那拉提+喀拉峻草原10日9晚私家团·【多人立减31500元/单 疆内2飞 少坐车16小时】，7晚5钻+禾木景区内1晚。伊昭公路穿越，伊犁2大草原+喀纳斯深度游+赛湖大环湖,优选,安心游/无购物/无自费/成团保障/草原/任性退/赏薰衣草
广州出发,跟团游,飞机往返,新疆大桔旅行社有限公司,41,14274,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+那拉提+赛里木湖9日8晚跟团游·10.1特价【封顶16人  满8人升2+1陆地头等舱】【升级1晚希尔顿】【舒适3飞1动+禾木宿1晚+必含导】【喀纳斯+喀拉峻+环赛湖+大峡谷+五彩滩】,优选,安心游/无购物/无自费/精致小团/成团保障/任性退/峡谷峡湾
广州出发,跟团游,飞机往返,上海紫华国际旅行社有限公司,,9752,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+伊犁+赛里木湖+那拉提+巴音布鲁克10日9晚跟团游·【20人精致小团+必含导游+9早15正】【3大民俗体验+6大美食】8大赔付 1人2座 那拉提连住2晚不挪窝 火洲吐鲁番,非优选,安心游/无购物/精致小团/成团保障/赏花/寺院祈福/九碗三行宴/哈萨克宴
广州出发,跟团游,,辽宁天骄国际旅行社有限公司葫芦岛分公司,,5956,新疆北疆+喀纳斯+禾木风景区+可可托海景区+五彩滩+乌鲁木齐7日6晚跟团游·【2-8人纯玩小团】喀纳斯、禾木住景区内  |  可自选酒店  |  喀纳斯畅玩2天+禾木超长自由游览时间  |  无推销无进店  |  优先同龄人拼车,非优选,安心游/无购物/无自费/精致小团/成团保障/博物馆
广州出发,跟团游,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,11,9039,新疆北疆+南疆+伊犁+喀纳斯+禾木风景区+喀什+帕米尔高原13日12晚跟团游·【大疆大河+喀什】；乌鲁木齐进喀什出不走回头路；省内乌市直飞喀什；2+1VIP用车；升级禾木景区住宿。,非优选,安心游/无自费/成团保障/任性退/清真寺/哈萨克宴/香妃宴
广州出发,跟团游,飞机往返,新疆雪莲花国际旅行社有限公司昌吉市分公司,13,8529,新疆北疆+南疆+喀什+吐鲁番+可可托海+喀纳斯景区+那拉提15日14晚跟团游·【全境深度游】乌市喀什往返火车，免除汽车远途劳累+拒绝走来回颠簸折返的路 全市场玩遍南北疆环线景点超全 每天不一样的景观体验,非优选,安心游/无自费/成团保障/雪山/森林/清真寺
广州出发,跟团游,飞机往返,上海锦轩国际旅行社有限公司,,10447,乌鲁木齐+北疆+赛里木湖+特克斯+昭苏+喀拉峻草原+那拉提旅游风景区+巴音布鲁克草原+独库公路+南疆+喀什老城+喀拉库勒湖+帕米尔高原9日8晚跟团游·【6人封顶小包团、行走喀喇昆仑公路、穿越独库公路】伊犁草原环线,非优选,安心游/无购物/无自费/精致小团/成团保障/雪山/湖泊/草原/清真寺
广州出发,跟团游,飞机往返,乌鲁木齐市新旅在线旅行社有限责任公司,6,4667,新疆北疆+喀纳斯禾木风景区+吐鲁番+天山天池8日7晚跟团游·五彩滩【牧羊·可可托海】2+1航空座椅大巴 升级3晚5星 可可托海VIP直通车 惊喜礼包 5大特色餐  赠送旅拍 专车接送机 单人拼房 任性退,非优选,安心游/成团保障
广州出发,私家团,飞机往返,上海携程国际旅行社有限公司,,10605,新疆乌鲁木齐+北疆+喀纳斯+禾木风景区+天山天池7日6晚私家团·【3人及以上最多立减优惠13500/单】【舒适双飞 赠送24H目的地接送机】【A线 天吐喀+B线北疆三湖 5晚4钻酒店 无购物 无自费】【天池+魔鬼城+五彩滩】,非优选,安心游/无购物/成团保障
广州出发,跟团游,飞机往返,新疆美程在线国际旅行社有限责任公司,84,14682,乌鲁木齐+北疆+吐鲁番+天山天池+伊犁+那拉提+赛里木湖+喀纳斯+禾木风景区10日9晚跟团游·【疆内轻奢2飞 7晚5钻酒店+禾木木屋 伊宁3晚连住享受】A线1人享2座 18人封顶 B线4人精致团 环赛湖+喀拉峻草原,非优选,安心游/无购物/无自费/精致小团/成团保障/3期免息/观日落/草原/任性退/峡谷峡湾
广州出发,私家团,飞机往返,新疆嘉程美景旅行社有限公司上海第一分公司,4,21475,新疆北疆+伊犁+南疆+乌鲁木齐+喀什+塔什库尔干+喀纳斯+帕米尔高原+禾木风景区+独库公路12日11晚私家团·乌进喀出，省内1飞；南北疆+喀什+独库公路大环游；1晚禾木景区住宿；帕米尔高原2日深度游，塔县一晚住宿,优选,安心游/无购物/无自费/成团保障/任性退/清真寺
广州出发,跟团游,去程飞机,成都遇海假日国际旅行社有限责任公司,13,8463,新疆北疆+乌鲁木齐+五彩滩+喀纳斯+禾木风景区+那拉提+巴音布鲁克+克拉玛依10日9晚跟团游·【6人小团/蓝色房子&喀其赞】进购物店赔2000！商务车/住2晚景区小木屋/喀纳斯+禾木/五彩滩+魔鬼城+赛里木湖+八卦城+峡谷草原,非优选,安心游/无购物/无自费/精致小团/成团保障/峡谷峡湾/草原
广州出发,跟团游,飞机往返,新疆雪莲花国际旅行社有限公司昌吉市分公司,5,9466,新疆乌鲁木齐+北疆+伊犁+喀纳斯+禾木风景区+可可托海+那拉提+巴音布鲁克9日8晚跟团游·<9.18/26特价班期>【封顶18人+豪升2晚5钻+指定1晚国际品牌5星希尔顿】春晚可可托海+草原神石城+独库公路+穿越小独库G219线,非优选,安心游/无购物/无自费/精致小团/任性退/草原/冷水鱼宴
广州出发,私家团,飞机往返,上海携程国际旅行社有限公司,,10418,新疆北疆+独库公路+巴音布鲁克草原+那拉提旅游风景区+喀拉峻草原+赛里木湖7日6晚私家团··“嗨”翻草原 + “漫”步九曲十八弯 + “邂”逅骏马 + “遇”见天鹅 + 打卡独库美景+赠新疆歌舞宴 24小时接送机,非优选,安心游/无购物/无自费/成团保障/任性退
广州出发,私家团,飞机往返,上海携程国际旅行社有限公司,57,15988,新疆乌鲁木齐+北疆+喀纳斯+伊犁+天山天池+吐鲁番+那拉提+喀拉峻草原+赛里木湖10日9晚私家团·【下单立减400/成人 1-4人享7座车 舒适4飞】【A线7晚5钻酒店+宿禾木1晚 B线升级3晚万达或希尔顿】【世界魔鬼城】,非优选,安心游/无购物/无自费/成团保障/3期免息/观日出/观日落/草原/任性退
